Occupation Name,Task Description,Importance
Compensation and Benefits Managers,"Prepare detailed job descriptions and classification systems and define job levels and families, in partnership with other managers.
Related occupations",73
Compensation and Benefits Managers,"Develop methods to improve employment policies, processes, and practices, and recommend changes to management.
Related occupations",72
Compensation and Benefits Managers,"Formulate policies, procedures and programs for recruitment, testing, placement, classification, orientation, benefits and compensation, and labor and industrial relations.
Related occupations",72
Compensation and Benefits Managers,"Study legislation, arbitration decisions, and collective bargaining contracts to assess industry trends.
Related occupations",63
Compensation and Benefits Managers,"Plan and conduct new-employee orientations to foster positive attitude toward organizational objectives.
Related occupations",72
Compensation and Benefits Managers,"Prepare budgets for personnel operations.
Related occupations",70
Compensation and Benefits Managers,"Negotiate bargaining agreements.
Related occupations",68
Compensation and Benefits Managers,"Prepare personnel forecasts to project employment needs.
Related occupations",63
Compensation and Benefits Managers,"Maintain records and compile statistical reports concerning personnel-related data, such as hires, transfers, performance appraisals, and absenteeism rates.
Related occupations",63
Compensation and Benefits Managers,"Analyze statistical data and reports to identify and determine causes of personnel problems, and develop recommendations for improvement of organization's personnel policies and practices.
Related occupations",56
Compensation and Benefits Managers,"Contract with vendors to provide employee services, such as food services, transportation, or relocation service.
Related occupations",53
Compensation and Benefits Managers,"Advise management on such matters as equal employment opportunity, sexual harassment, and discrimination.
Related occupations",50
Compensation and Benefits Managers,"Represent organization at personnel-related hearings and investigations.
Related occupations",45
"Compensation, Benefits, and Job Analysis Specialists","Administer employee insurance, pension, and savings plans, working with insurance brokers and plan carriers.
Related occupations",86
"Compensation, Benefits, and Job Analysis Specialists","Ensure company compliance with federal and state laws, including reporting requirements.
Related occupations",85
"Compensation, Benefits, and Job Analysis Specialists","Research employee benefit and health and safety practices, and recommend changes or modifications to existing policies.
Related occupations",77
"Compensation, Benefits, and Job Analysis Specialists","Advise managers and employees on state and federal employment regulations, collective agreements, benefit and compensation policies, personnel procedures, and classification programs.
Related occupations",69
"Compensation, Benefits, and Job Analysis Specialists","Plan and develop curricula and materials for training programs and conduct training.
Related occupations",50
"Compensation, Benefits, and Job Analysis Specialists","Assist in preparing and maintaining personnel records and handbooks.
Related occupations",50
"Compensation, Benefits, and Job Analysis Specialists","Develop and administer compensation programs, such as merit or incentive pay.
Related occupations",81
"Compensation, Benefits, and Job Analysis Specialists","Evaluate job positions, determining classification, exempt or non-exempt status, and salary.
Related occupations",73
