,Combined Occupation,Best Match in Exposure Scores,Similarity Score
1811,Retail salespersons,Retail Salespersons,1.0000000000000002
1812,Advertising sales agents,Advertising Sales Agents,1.0000000000000002
1813,Insurance sales agents,Insurance Sales Agents,1.0000000000000004
1814,Securities commodities and financial services sales agents,"Securities, Commodities, and Financial Services Sales Agents",1.0000000000000002
1815,Travel agents,Travel Agents,1.0
1816,Sales representatives services all other,Solar Sales Representatives and Assessors,0.4266971964127923
1817,Sales representatives wholesale and manufacturing,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.7051935148781835
1818,Models demonstrators and product promoters,Demonstrators and Product Promoters,0.8670354013856145
1819,Real estate brokers and sales agents,Real Estate Brokers,0.849729864537018
1820,Sales engineers,Sales Engineers,1.0
1821,Telemarketers,Telemarketers,1.0
1822,Doortodoor sales workers news and street vendors and related workers,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.5713182856788088
1823,Sales and related workers all other,Sales Managers,0.39624120503679106
1824,Firstline supervisors of office and administrative support workers,First-Line Supervisors of Office and Administrative Support Workers,0.7406978578530983
1825,Switchboard operators including answering service,"Switchboard Operators, Including Answering Service",1.0
1826,Telephone operators,Telephone Operators,1.0
1827,Communications equipment operators all other,"Communications Teachers, Postsecondary",0.4335092800916924
1828,Bill and account collectors,Bill and Account Collectors,1.0000000000000002
1829,Billing and posting clerks,Billing and Posting Clerks,1.0
1830,Bookkeeping accounting and auditing clerks,"Bookkeeping, Accounting, and Auditing Clerks",1.0
1831,Gaming cage workers,Gambling Cage Workers,0.5894322086719617
1832,Payroll and timekeeping clerks,Payroll and Timekeeping Clerks,1.0
1833,Procurement clerks,Procurement Clerks,1.0
1834,Tellers,Tellers,1.0
1835,Financial clerks all other,Financial Managers,0.49231840009766253
1836,Brokerage clerks,Brokerage Clerks,1.0
1837,Correspondence clerks,Correspondence Clerks,1.0
1838,Court municipal and license clerks,"Court, Municipal, and License Clerks",1.0
1839,Credit authorizers checkers and clerks,"Credit Authorizers, Checkers, and Clerks",1.0
1840,Customer service representatives,Customer Service Representatives,1.0
1841,Eligibility interviewers government programs,"Eligibility Interviewers, Government Programs",1.0000000000000002
1842,File clerks,File Clerks,1.0
1843,Hotel motel and resort desk clerks,"Hotel, Motel, and Resort Desk Clerks",1.0
1844,Interviewers except eligibility and loan,"Interviewers, Except Eligibility and Loan",1.0
1845,Library assistants clerical,"Library Assistants, Clerical",1.0000000000000002
1846,Loan interviewers and clerks,Loan Interviewers and Clerks,1.0000000000000002
1847,New accounts clerks,New Accounts Clerks,1.0
1848,Order clerks,Order Clerks,1.0
1849,Human resources assistants except payroll and timekeeping,"Human Resources Assistants, Except Payroll and Timekeeping",1.0000000000000002
1850,Receptionists and information clerks,Receptionists and Information Clerks,1.0
1851,Reservation and transportation ticket agents and travel clerks,Reservation and Transportation Ticket Agents and Travel Clerks,1.0000000000000002
1852,Information and record clerks all other,Receptionists and Information Clerks,0.4307634529206974
1853,Cargo and freight agents,Cargo and Freight Agents,1.0000000000000002
1854,Couriers and messengers,Couriers and Messengers,1.0
1855,Dispatchers,Power Distributors and Dispatchers,0.5582640538699839
1856,Meter readers utilities,"Meter Readers, Utilities",1.0
1857,Postal service clerks,Postal Service Clerks,1.0
1858,Postal service mail carriers,Postal Service Mail Carriers,1.0000000000000002
1859,Postal service mail sorters processors and processing machine operators,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1.0000000000000002
1860,Production planning and expediting clerks,"Production, Planning, and Expediting Clerks",1.0000000000000002
1861,Shipping receiving and traffic clerks,"Shipping, Receiving, and Inventory Clerks",0.6961539438364795
1862,Stock clerks and order fillers,Order Clerks,0.6083952135234006
1863,Weighers measurers checkers and samplers recordkeeping,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1.0
1864,Secretaries and administrative assistants,Medical Secretaries and Administrative Assistants,0.8933955740357596
1865,Computer operators,"Office Machine Operators, Except Computer",0.5798189687148092
1866,Data entry keyers,Data Entry Keyers,1.0
1867,Word processors and typists,Word Processors and Typists,1.0
1868,Desktop publishers,Desktop Publishers,1.0000000000000002
1869,Insurance claims and policy processing clerks,Insurance Claims and Policy Processing Clerks,1.0000000000000002
1870,Mail clerks and mail machine operators except postal service,"Mail Clerks and Mail Machine Operators, Except Postal Service",1.0000000000000004
1871,Office clerks general,"Office Clerks, General",1.0000000000000002
1872,Office machine operators except computer,"Office Machine Operators, Except Computer",1.0
1873,Proofreaders and copy markers,Proofreaders and Copy Markers,1.0
1874,Statistical assistants,Statistical Assistants,1.0
1875,Office and administrative support workers all other,First-Line Supervisors of Office and Administrative Support Workers,0.5979761696000772
1876,Firstline supervisors of farming fishing and forestry workers,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.7917824067710512
1877,Agricultural inspectors,Agricultural Inspectors,1.0000000000000002
1878,Animal breeders,Animal Breeders,1.0
1879,Graders and sorters agricultural products,"Graders and Sorters, Agricultural Products",1.0
1880,Miscellaneous agricultural workers,Agricultural Technicians,0.5531432166661375
1881,Fishing and hunting workers,Fishing and Hunting Workers,1.0000000000000002
1882,Forest and conservation workers,Forest and Conservation Workers,1.0000000000000002
1883,Logging workers,Logging Equipment Operators,0.7338661946344187
1884,Firstline supervisors of construction trades and extraction workers,First-Line Supervisors of Construction Trades and Extraction Workers,0.76268984875687
1885,Boilermakers,Boilermakers,1.0
1886,Brickmasons blockmasons and stonemasons,Brickmasons and Blockmasons,0.8185632097598105
1887,Carpenters,Carpenters,1.0
1888,Carpet floor and tile installers and finishers,Carpet Installers,0.5797969793488761
1889,Cement masons concrete finishers and terrazzo workers,Cement Masons and Concrete Finishers,0.8689855530557271
1890,Construction laborers,Construction Laborers,1.0
1891,Paving surfacing and tamping equipment operators,"Paving, Surfacing, and Tamping Equipment Operators",1.0000000000000002
1892,Operating engineers and other construction equipment operators including piledriver operators,Operating Engineers and Other Construction Equipment Operators,0.7898497616801172
1893,Drywall installers ceiling tile installers and tapers,Drywall and Ceiling Tile Installers,0.8685748391172605
1894,Electricians,Electricians,1.0
1895,Glaziers,Glaziers,1.0
1896,Insulation workers,"Insulation Workers, Mechanical",0.7490665869864548
1897,Painters construction and maintenance,"Painters, Construction and Maintenance",1.0000000000000004
1898,Paperhangers,Paperhangers,1.0
1899,Pipelayers plumbers pipefitters and steamfitters,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0.9171898019121587
1900,Plasterers and stucco masons,Plasterers and Stucco Masons,1.0
1901,Reinforcing iron and rebar workers,Reinforcing Iron and Rebar Workers,1.0
1902,Roofers,Roofers,1.0
1903,Sheet metal workers,Sheet Metal Workers,1.0
1904,Structural iron and steel workers,Structural Iron and Steel Workers,1.0000000000000002
1905,Helpers construction trades,First-Line Supervisors of Construction Trades and Extraction Workers,0.42993882598313016
1906,Construction and building inspectors,Construction and Building Inspectors,1.0000000000000004
1907,Elevator installers and repairers,Elevator and Escalator Installers and Repairers,0.7755692306714678
1908,Fence erectors,Fence Erectors,1.0000000000000002
1909,Hazardous materials removal workers,Hazardous Materials Removal Workers,1.0000000000000002
1910,Highway maintenance workers,Highway Maintenance Workers,1.0000000000000002
1911,Railtrack laying and maintenance equipment operators,Rail-Track Laying and Maintenance Equipment Operators,0.5936559853373982
1912,Septic tank servicers and sewer pipe cleaners,Septic Tank Servicers and Sewer Pipe Cleaners,1.0
1913,Miscellaneous construction and related workers including solar photovoltaic installers,Solar Photovoltaic Installers,0.7202861470349684
1914,Derrick rotary drill and service unit operators oil gas and mining,"Rotary Drill Operators, Oil and Gas",0.7427720787338028
1915,Earth drillers except oil and gas,"Earth Drillers, Except Oil and Gas",1.0000000000000004
1916,Explosives workers ordnance handling experts and blasters,"Explosives Workers, Ordnance Handling Experts, and Blasters",1.0
1917,Mining machine operators,Continuous Mining Machine Operators,0.6537492937236453
1918,Roof bolters mining,"Roof Bolters, Mining",1.0
1919,Roustabouts oil and gas,"Roustabouts, Oil and Gas",1.0000000000000002
1920,Other extraction workers,Helpers--Extraction Workers,0.6744417938381454
1921,Firstline supervisors of mechanics installers and repairers,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.6774533224985373
1922,Computer automated teller and office machine repairers,"Computer, Automated Teller, and Office Machine Repairers",1.0000000000000002
1923,Radio and telecommunications equipment installers and repairers,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.6859286882908048
1924,Avionics technicians,Avionics Technicians,1.0000000000000002
1925,Electric motor power tool and related repairers,"Electric Motor, Power Tool, and Related Repairers",1.0000000000000002
1926,Electrical and electronics installers and repairers transportation equipment,"Electrical and Electronics Installers and Repairers, Transportation Equipment",1.0000000000000002
1927,Electrical and electronics repairers industrial and utility,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.6771804002973493
1928,Electronic equipment installers and repairers motor vehicles,"Electronic Equipment Installers and Repairers, Motor Vehicles",1.0
1929,Electronic home entertainment equipment installers and repairers,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.5636627317327674
1930,Security and fire alarm systems installers,Security and Fire Alarm Systems Installers,1.0
1931,Aircraft mechanics and service technicians,Aircraft Mechanics and Service Technicians,1.0000000000000002
1932,Automotive body and related repairers,Automotive Body and Related Repairers,1.0
1933,Automotive glass installers and repairers,Automotive Glass Installers and Repairers,1.0
