Occupation Name,Task Description,Importance,Verb-Noun Pairs,Meaningful Verb-Noun Pairs,Unmeaningful Verb-Noun Pairs
File Clerks,"Track materials removed from files to ensure that borrowed files are returned.
Related occupations",74,[],[],[]
File Clerks,"Place materials into storage receptacles, such as file cabinets, boxes, bins, or drawers, according to classification and identification information.
Related occupations",73,[],[],[]
File Clerks,"Design forms related to filing systems.
Related occupations",60,[],[],[]
File Clerks,"Assign and record or stamp identification numbers or codes to index materials for filing.
Related occupations",64,[],[],[]
File Clerks,"Retrieve documents stored in microfilm or microfiche and place them in viewers for reading.
Related occupations",58,[],[],[]
Film and Video Editors,"Organize and string together raw footage into a continuous whole according to scripts or the instructions of directors and producers.
Related occupations",92,"[('stre', 'footage')]",[],"[('stre', 'footage')]"
Film and Video Editors,"Program computerized graphic effects.
Related occupations",78,[],[],[]
Film and Video Editors,"Study scripts to become familiar with production concepts and requirements.
Related occupations",74,[],[],[]
Film and Video Editors,"Mark frames where a particular shot or piece of sound is to begin or end.
Related occupations",83,[],[],[]
Film and Video Editors,"Conduct film screenings for directors and members of production staffs.
Related occupations",76,[],[],[]
Financial Managers,"Recruit staff members.
Related occupations",70,[],[],[]
Financial Managers,"Examine, evaluate, or process loan applications.
Related occupations",75,[],[],[]
Financial Quantitative Analysts,"Prepare requirements documentation for use by software developers.
Related occupations",46,[],[],[]
Financial Quantitative Analysts,"Analyze pricing or risks of carbon trading products.
Related occupations",27,[],[],[]
"Fine Artists, Including Painters, Sculptors, and Illustrators","Confer with clients, editors, writers, art directors, and other interested parties regarding the nature and content of artwork to be produced.
Related occupations",72,[],[],[]
"Fine Artists, Including Painters, Sculptors, and Illustrators","Market artwork through brochures, mailings, or Web sites.
Related occupations",63,[],[],[]
"Fine Artists, Including Painters, Sculptors, and Illustrators","Photograph objects, places, or scenes for reference material.
Related occupations",52,[],[],[]
"Fine Artists, Including Painters, Sculptors, and Illustrators","Frame and mat artwork for display or sale.
Related occupations",72,[],[],[]
"Fine Artists, Including Painters, Sculptors, and Illustrators","Submit artwork to shows or galleries.
Related occupations",70,[],[],[]
Fire Inspectors and Investigators,"Conduct fire code compliance follow-ups to ensure that corrective actions have been taken in cases where violations were found.
Related occupations",88,"[('conduct', 'up')]",[],"[('conduct', 'up')]"
Fire Inspectors and Investigators,"Coordinate efforts with other organizations, such as law enforcement agencies.
Related occupations",82,[],[],[]
Fire Inspectors and Investigators,"Dust evidence or portions of fire scenes for latent fingerprints.
Related occupations",78,[],[],[]
Fire Inspectors and Investigators,"Issue permits for public assemblies.
Related occupations",74,[],[],[]
Fire-Prevention and Protection Engineers,"Advise architects, builders, and other construction personnel on fire prevention equipment and techniques and on fire code and standard interpretation and compliance.
Related occupations",91,[],[],[]
Fire-Prevention and Protection Engineers,"Design fire detection equipment, alarm systems, and fire extinguishing devices and systems.
Related occupations",83,[],[],[]
Fire-Prevention and Protection Engineers,"Determine causes of fires and ways in which they could have been prevented.
Related occupations",71,[],[],[]
Firefighters,"Rescue survivors from burning buildings, accident sites, and water hazards.
Related occupations",93,[],[],[]
Firefighters,"Dress with equipment such as fire-resistant clothing and breathing apparatus.
Related occupations",91,[],[],[]
Firefighters,"Respond to fire alarms and other calls for assistance, such as automobile and industrial accidents.
Related occupations",90,[],[],[]
Firefighters,"Operate pumps connected to high-pressure hoses.
Related occupations",86,[],[],[]
Firefighters,"Collaborate with other firefighters as a member of a firefighting crew.
Related occupations",84,[],[],[]
Firefighters,"Collaborate with police to respond to accidents, disasters, and arson investigation calls.
Related occupations",83,[],[],[]
Firefighters,"Participate in fire drills and demonstrations of fire fighting techniques.
Related occupations",82,[],[],[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Assign work to employees, based on material or worker requirements of specific jobs.
Related occupations",81,[],[],[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Coordinate work activities with other construction project activities.
Related occupations",79,[],[],[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Order or requisition materials or supplies.
Related occupations",76,[],[],[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Train workers in construction methods, operation of equipment, safety procedures, or company policies.
Related occupations",75,[],[],[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Arrange for repairs of equipment or machinery.
Related occupations",71,[],[],[]
First-Line Supervisors of Construction Trades and Extraction Workers,"Record information, such as personnel, production, or operational data on specified forms or reports.
Related occupations",66,[],[],[]
First-Line Supervisors of Correctional Officers,"Respond to emergencies, such as escapes.
Related occupations",90,[],[],[]
First-Line Supervisors of Correctional Officers,"Supervise activities, such as searches, shakedowns, riot control, or institutional tours.
Related occupations",82,[],[],[]
First-Line Supervisors of Correctional Officers,"Transfer or transport offenders on foot or by driving vehicles, such as trailers, vans, or buses.
Related occupations",78,[],[],[]
First-Line Supervisors of Correctional Officers,"Conduct evaluations of employees' performance.
Related occupations",70,[],[],[]
"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Assign tasks such as feeding and treatment of animals, and cleaning and maintenance of animal quarters.
Related occupations",87,[],[],[]
"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Train workers in tree felling or bucking, operation of tractors or loading machines, yarding or loading techniques, or safety regulations.
Related occupations",82,[],[],[]
"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Treat animal illnesses or injuries, following experience or instructions of veterinarians.
Related occupations",81,[],[],[]
"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Train workers in spawning, rearing, cultivating, and harvesting methods, and in the use of equipment.
Related occupations",80,[],[],[]
"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Train workers in techniques such as planting, harvesting, weeding, or insect identification and in the use of safety measures.
Related occupations",77,"[('insect', 'identification')]",[],"[('insect', 'identification')]"
