Verb,Noun
synthesize,audio
face,method
implement,analyzer
push,method
use,chip
handle,dialog
process,image
generate,information
automate,validation
generate,model
fault,method
validate,system
include,module
identify,mood
generate,image
deploy,component
comprise,pool
play,sound
base,analysis
use,feedback
combine,information
detect,alteration
detect,call
detect,escalation
detect,mismatch
control,vehicle
optimize,characteristic
optimize,pattern
identify,target
train,model
represent,graph
use,analysis
locate,antenna
use,model
provide,information
use,recognition
design,pattern
determine,switching
pose,method
combine,mask
face,method
learn,device
learn,method
learn,method
use,interface
make,payment
distinguish,human
control,access
provide,intelligence
use,query
predict,fall
use,pattern
use,machine
stack,method
implement,sharing
utilize,gateway
enable,security
provide,implant
report,change
achieve,goal
enhance,protection
incorporate,learning
use,network
detect,behavior
use,information
integrate,feature
analyze,event
provide,content
use,recommendation
extract,fact
provide,experience
drive,scene
understand,method
determine,recommendation
use,task
determine,policy
detect,attack
prepaid,service
adjust,force
cut,member
sense,system
track,object
use,network
track,network
compute,device
fuse,datum
select,vessel
use,connection
initiate,interaction
mine,content
have,propagation
use,stability
perform,operation
classify,call
analyze,page
facilitate,navigation
generate,scene
reduce,complexity
resolve,anomaly
segment,shape
increase,threat
detect,attack
modify,chain
result,device
customize,performance
face,method
face,system
search,datum
recognize,hand
measure,crack
distribute,monitoring
recognize,direction
generate,behavior
transfer,control
use,queue
use,signal
store,identifier
branch,control
find,result
transfer,model
provide,control
provide,point
monitor,traffic
generate,set
raise,detection
sequence,method
decrease,device
acquire,image
process,datum
use,datum
detect,activity
generate,network
use,variable
generate,schedule
extract,resource
focus,platform
partition,perception
update,map
breach,prevention
determine,maintenance
compute,task
compute,method
represent,datum
use,level
count,method
hear,device
comprise,detector
enhance,speed
predict,performance
use,magnet
improve,outcome
provide,content
produce,distribution
learn,network
learn,method
integrate,information
infer,level
learn,method
maintain,database
automate,identification
automate,identification
detect,infection
correct,map
diagnose,syndrome
provide,product
evaluate,product
integrate,mechanism
manage,pipeline
generate,path
operate,vehicle
use,context
affect,inclusion
establish,continuity
focus,stabilization
utilize,fluidity
track,instrument
have,shuttle
parse,table
share,information
sense,image
attach,intelligence
attach,appliance
facilitate,operation
finish,system
learn,adaptability
use,network
refine,insight
use,vector
use,management
employ,store
conduct,procedure
model,structure
sense,image
distribute,method
analyze,method
recognize,character
solve,problem
anneal,system
track,datum
image,device
evaluate,comment
analyze,datum
operate,system
refine,intelligence
estimate,parameter
use,network
edge,security
decouple,measurement
measure,interference
identify,energy
wake,expression
wake,detection
mitigate,loneliness
partition,environment
integrate,functionality
enable,perception
move,image
guide,vehicle
use,vehicle
train,network
guide,estimation
use,process
detect,impurity
control,appliance
use,gesture
combine,information
incorporate,emphasis
focus,technique
push,content
generate,template
reconstruct,input
use,network
rotate,apparatus
fuse,datum
record,video
distribute,network
determine,failure
combine,feature
form,output
use,model
remove,method
lift,method
use,network
message,application
evaluate,disease
compare,capacity
end,requirement
annotate,object
program,resource
manage,resource
control,transition
monitor,system
sort,particle
sort,particle
move,conveyor
use,metric
recommend,dress
perform,computation
guarantee,privacy
provide,answer
use,model
score,answer
determine,recommendation
use,network
improve,business
generate,agent
promote,action
display,image
generate,method
drive,system
generate,advertising
identify,defect
detect,mutation
classify,datum
determine,speed
simulate,artery
optimize,treatment
describe,method
integrate,detection
share,system
position,method
position,method
face,device
determine,characteristic
identify,computer
use,plurality
detect,text
detect,condition
test,test
predict,link
use,knowledge
utilize,network
reduce,deficit
maintain,readiness
use,reality
obtain,method
provide,method
provide,payment
have,interface
provide,option
train,system
process,payment
optimize,metrology
use,relevance
mimic,voice
face,method
train,network
reconstruct,image
provide,communication
determine,information
offload,identification
detect,region
use,module
extract,region
learn,lane
use,camera
improve,accuracy
use,fusion
use,network
improve,operation
provide,datum
update,model
have,engine
enable,execution
use,network
manage,dialog
use,analysis
simulate,treatment
construct,system
set,reasoning
staple,device
generate,product
debug,accelerator
sequence,system
assign,location
distribute,inventory
link,environment
target,analysis
trigger,automation
use,processing
enhance,privacy
assess,characteristic
determine,rate
manage,security
message,overlay
drive,method
combine,datum
mark,method
monitor,posture
extract,datum
use,triangulation
use,sensor
detect,movement
image,environment
use,loss
comprise,display
process,device
object,enhancement
generate,application
use,network
generate,line
apply,level
enable,recommendation
use,dialog
manage,process
model,behavior
generate,network
generate,annotation
leverage,understanding
determine,location
conduct,session
characterize,device
determine,object
drive,method
use,datum
use,computer
predict,state
obtain,vector
use,analysis
detect,entity
configure,vehicle
facilitate,acquisition
configure,honeypot
facilitate,processing
generate,summary
generate,device
learn,method
adjust,parameter
use,map
learn,method
test,device
use,source
process,device
evaluate,event
use,protocol
object,system
use,command
train,network
generate,basis
profile,threat
classify,behavior
correct,balance
use,network
comprise,system
photograph,device
model,coverage
transfer,token
provide,experience
provide,process
generate,network
face,method
face,image
face,method
generate,network
avoid,failure
stack,circuit
stack,computation
have,block
use,pattern
correct,behavior
use,network
sort,item
determine,quality
use,profile
thrust,unit
detect,risk
utilize,entity
operate,system
detect,identity
log,processing
determine,parameter
use,network
mix,task
cascade,method
embed,balance
detect,saliency
deploy,application
detect,condition
define,system
personalize,service
optimize,datum
force,detection
augment,notification
modify,presentation
output,information
use,compensation
present,information
control,speed
construct,map
perform,work
model,entity
track,cloud
provide,search
use,camera
provide,alert
prioritize,datum
use,simulation
utilize,correction
learn,method
estimate,position
perform,module
detect,object
divide,filter
repair,method
use,mirror
deploy,machine
determine,model
scatter,correction
manage,environment
recognize,expression
learn,method
assess,reliability
operate,system
detect,user
profile,behavior
use,datum
recognize,compliance
determine,speed
bear,technique
measure,temperature
use,counter
improve,experience
control,motion
record,assertion
use,authorization
determine,pattern
design,implant
predict,site
achieve,flux
name,method
acquire,parameter
implement,contract
network,system
model,relationship
detect,image
object,method
fuse,feature
analyze,risk
utilize,recognition
